Ligand	Receptor	Score
PDGFB	FLT3	1
PDGFB	BCAR1	1
PDGFB	FLT4	1
PDGFB	FGFR4	1
PDGFB	IGF1R	1
PDGFB	SLTM	1
PDGFB	STAT5A	1
PDGFB	RYK	1
PDGFB	ALK	1
PDGFB	NCK1	1
PDGFB	CNKSR1	1
PDGFB	SHC3	1
PDGFB	KIT	1
PDGFB	SOS1	1
PDGFB	LTK	1
PDGFB	EPHA2	1
PDGFB	PIK3CA	1
PDGFB	NTRK1	1
PDGFB	PAG1	1
PDGFB	EPHA5	1
PDGFB	ROR2	1
PDGFB	EPHA6	1
PDGFB	RASA1	1
PDGFB	LYN	1
PDGFB	ROR1	1
PDGFB	HCK	1
PDGFB	DDR1	1
PDGFB	KDR	1
PDGFB	FYN	1
PDGFB	STK11	1
PDGFB	BLK	1
PDGFB	EPHA1	1
PDGFC	ERBB2	1
PDGFC	ERBB3	1
PDGFC	SLTM	1
PDGFC	EPHA3	1
PDGFC	EPHA8	1
PDGFC	ALK	1
PDGFC	MERTK	1
PDGFC	EPHA4	1
PDGFC	RYK	1
PDGFC	CSF1R	1
PDGFC	SHC2	1
PDGFC	PLCG1	1
PDGFC	AATK	1
PDGFC	SHC3	1
PDGFC	FGFR2	1
PDGFC	SHC1	1
PDGFC	KIT	1
PDGFC	SOS1	1
PDGFC	EPHB4	1
PDGFC	GRB2	1
PDGFC	LTK	1
PDGFC	FGFR3	1
PDGFC	MUSK	1
PDGFC	ROS1	1
PDGFC	EPHA7	1
PDGFC	EPHA2	1
PDGFC	PIK3CA	1
PDGFC	PIK3R1	1
PDGFC	PTK7	1
PDGFC	NTRK1	1
PDGFC	EPHA5	1
PDGFC	ROR2	1
PDGFC	TYRO3	1
PDGFC	DDR2	1
PDGFC	ERBB4	1
PDGFC	TEK	1
PDGFC	RET	1
PDGFC	EPHA6	1
PDGFC	RBM39	1
PDGFC	JAK1	1
PDGFC	NTRK3	1
PDGFC	ROR1	1
PDGFC	EGFR	1
PDGFC	DDR1	1
PDGFC	EPHB3	1
PDGFC	LMTK2	1
PDGFC	EPHB2	1
PDGFC	AXL	1
PDGFC	FLT3	1
PDGFC	TIE1	1
PDGFC	MST1R	1
PDGFC	NTRK2	1
PDGFC	EPHB1	1
PDGFC	FGFR1	1
PDGFC	FGFR4	1
PDGFC	EPHA1	1
PDGFC	INSRR	1
PDGFC	INSR	1
PDGFC	IGF1R	1
PDGFD	NCK2	1
PDGFD	EPHA4	1
PDGFD	AATK	1
PDGFD	LCK	1
PDGFD	FGFR2	1
PDGFD	GAB1	1
PDGFD	FER	1
PDGFD	EPHB4	1
PDGFD	ROS1	1
PDGFD	SRC	1
PDGFD	EPHA7	1
PDGFD	NTRK3	1
PDGFD	YES1	1
PDGFD	MST1R	1
PDGFD	STAT3	1
PDGFD	FGFR1	1
PDGFD	FLT1	1
PDGFD	EPHA3	1
PDGFD	MERTK	1
PDGFD	CSF1R	1
PDGFD	AKT1	1
PDGFD	SHC1	1
PDGFD	FGFR3	1
PDGFD	MUSK	1
PDGFD	PIK3R1	1
PDGFD	FGR	1
PDGFD	TYRO3	1
PDGFD	TEK	1
PDGFD	RET	1
PDGFD	LMTK2	1
PDGFD	AXL	1
PDGFD	SPHK1	1
PDGFD	NTRK2	1
PDGFD	EPHB1	1
PDGFD	DOK1	1
PDGFD	INSRR	1
PDGFD	INSR	1
PDGFD	ERBB2	1
PDGFD	ERBB3	1
PDGFD	EPHA8	1
PDGFD	SHC2	1
PDGFD	GRB2	1
PDGFD	PTK7	1
PDGFD	PRKCD	1
PDGFD	DDR2	1
PDGFD	ERBB4	1
PDGFD	EGFR	1
PDGFD	STAT1	1
PDGFD	EPHB3	1
PDGFD	EPHB2	1
PDGFD	TIE1	1
PDGFD	FLT3	1
PDGFD	BCAR1	1
PDGFD	FLT4	1
PDGFD	FGFR4	1
PDGFD	IGF1R	1
PDGFD	SLTM	1
PDGFD	STAT5A	1
PDGFD	RYK	1
PDGFD	ALK	1
PDGFD	NCK1	1
PDGFD	SHC3	1
PDGFD	KIT	1
PDGFD	SOS1	1
PDGFD	LTK	1
PDGFD	EPHA2	1
PDGFD	PIK3CA	1
PDGFD	NTRK1	1
PDGFD	EPHA5	1
PDGFD	ROR2	1
PDGFD	EPHA6	1
PDGFD	RASA1	1
PDGFD	LYN	1
PDGFD	ROR1	1
PDGFD	HCK	1
PDGFD	DDR1	1
PDGFD	KDR	1
PDGFD	FYN	1
PDGFD	BLK	1
PDGFD	EPHA1	1
PGF	ERBB2	1
PGF	ERBB3	1
PGF	SLTM	1
PGF	EPHA3	1
PGF	EPHA8	1
PGF	PDGFRA	1
PGF	ALK	1
PGF	MERTK	1
PGF	EPHA4	1
PGF	RYK	1
PGF	CSF1R	1
PGF	PLCG1	1
PGF	AATK	1
PGF	FGFR2	1
PGF	KIT	1
PGF	EPHB4	1
PGF	LTK	1
PGF	FGFR3	1
PGF	MUSK	1
PGF	ROS1	1
PGF	VEGFA	1
PGF	EPHA7	1
PGF	EPHA2	1
PGF	PIK3CA	1
PGF	PIK3R1	1
PGF	PTK7	1
PGF	NTRK1	1
PGF	EPHA5	1
PGF	ROR2	1
PGF	TYRO3	1
PGF	DDR2	1
PGF	ERBB4	1
PGF	TEK	1
PGF	RET	1
PGF	EPHA6	1
PGF	PDGFRB	1
PGF	NTRK3	1
PGF	ROR1	1
PGF	EGFR	1
PGF	DDR1	1
PGF	KDR	1
PGF	EPHB3	1
PGF	LMTK2	1
PGF	EPHB2	1
PGF	AXL	1
PGF	FLT3	1
PGF	TIE1	1
PGF	MST1R	1
PGF	NTRK2	1
PGF	EPHB1	1
PGF	FGFR1	1
PGF	FLT4	1
PGF	FGFR4	1
PGF	EPHA1	1
PGF	PPP1R12A	1
PGF	NELL2	1
PGF	INSRR	1
PGF	INSR	1
PGF	IGF1R	1
TGFA	SLTM	1
TGFA	EPHA3	1
TGFA	EPHA8	1
TGFA	PDGFRA	1
TGFA	ALK	1
TGFA	MERTK	1
TGFA	EPHA4	1
TGFA	RYK	1
TGFA	CEBPB	1
TGFA	CSF1R	1
TGFA	AATK	1
TGFA	FGFR2	1
TGFA	GAB1	1
TGFA	KIT	1
TGFA	EPHB4	1
TGFA	LTK	1
TGFA	FGFR3	1
TGFA	MUSK	1
TGFA	ROS1	1
TGFA	EPHA7	1
TGFA	EPHA2	1
TGFA	PTK7	1
TGFA	NTRK1	1
TGFA	EPHA5	1
TGFA	ROR2	1
TGFA	TYRO3	1
TGFA	DDR2	1
TGFA	TEK	1
TGFA	RET	1
TGFA	EPHA6	1
TGFA	PDGFRB	1
TGFA	NTRK3	1
TGFA	GSK3B	1
TGFA	ROR1	1
TGFA	PARD6A	1
TGFA	DDR1	1
TGFA	FOS	1
TGFA	KDR	1
TGFA	EPHB3	1
TGFA	GSK3A	1
TGFA	LMTK2	1
TGFA	EPHB2	1
TGFA	AXL	1
TGFA	FLT3	1
TGFA	PTHLH	1
TGFA	MST1R	1
TGFA	TIE1	1
TGFA	NTRK2	1
TGFA	SMAD3	1
TGFA	EPHB1	1
TGFA	FGFR1	1
TGFA	FLT4	1
TGFA	FLT1	1
TGFA	FGFR4	1
TGFA	EPHA1	1
TGFA	PLG	1
TGFA	INSRR	1
TGFA	INSR	1
TGFA	IGF1R	1
VEGFA	PDGFRA	1
VEGFA	EPHA4	1
VEGFA	CSK	1
VEGFA	AATK	1
VEGFA	PLCG1	1
VEGFA	MAPK1	1
VEGFA	FGFR2	1
VEGFA	GAB1	1
VEGFA	EPHB4	1
VEGFA	IL6	1
VEGFA	ROS1	1
VEGFA	PRKAB1	1
VEGFA	SRC	1
VEGFA	EPHA7	1
VEGFA	PRKACA	1
VEGFA	TGFBR1	1
VEGFA	LIMK1	1
VEGFA	MDM2	1
VEGFA	CDC42	1
VEGFA	RCAN1	1
VEGFA	PTK2	1
VEGFA	NTRK3	1
VEGFA	PFN1	1
VEGFA	ANGPT1	1
VEGFA	MAPK11	1
VEGFA	ARF1	1
VEGFA	MST1R	1
VEGFA	E2F1	1
VEGFA	GRB10	1
VEGFA	FGFR1	1
VEGFA	NELL2	1
VEGFA	PDGFB	1
VEGFA	EPHA3	1
VEGFA	SERPINE1	1
VEGFA	MERTK	1
VEGFA	EDN1	1
VEGFA	CSF1R	1
VEGFA	PLCB3	1
VEGFA	SHC1	1
VEGFA	MEF2C	1
VEGFA	PTK2B	1
VEGFA	FGFR3	1
VEGFA	MUSK	1
VEGFA	S1PR1	1
VEGFA	PIK3R1	1
VEGFA	TEK	1
VEGFA	PDGFRB	1
VEGFA	OCLN	1
VEGFA	MYEF2	1
VEGFA	LMTK2	1
VEGFA	AXL	1
VEGFA	SPHK1	1
VEGFA	NTRK2	1
VEGFA	EPHB1	1
VEGFA	RB1	1
VEGFA	INSRR	1
VEGFA	INSR	1
VEGFA	PTPRJ	1
VEGFA	ERBB2	1
VEGFA	ERBB3	1
VEGFA	MMP9	1
VEGFA	EPHA8	1
VEGFA	SHC2	1
VEGFA	RAC1	1
VEGFA	VCAM1	1
VEGFA	FGF13	1
VEGFA	GRB2	1
VEGFA	ENPP2	1
VEGFA	FES	1
VEGFA	PTK7	1
VEGFA	ACTA1	1
VEGFA	DDR2	1
VEGFA	ERBB4	1
VEGFA	DLL4	1
VEGFA	NFATC1	1
VEGFA	MAPK3	1
VEGFA	PTPN11	1
VEGFA	EPHB3	1
VEGFA	MAP3K13	1
VEGFA	ADAM17	1
VEGFA	TIE1	1
VEGFA	FLT3	1
VEGFA	AKT3	1
VEGFA	BCAR1	1
VEGFA	FLT4	1
VEGFA	CDH5	1
VEGFA	FGFR4	1
VEGFA	BCL2	1
VEGFA	VWF	1
VEGFA	IGF1R	1
VEGFA	MCL1	1
VEGFA	SLTM	1
VEGFA	RYK	1
VEGFA	ALK	1
VEGFA	HIF1A	1
VEGFA	SHC3	1
VEGFA	KIT	1
VEGFA	NFE2L2	1
VEGFA	SOS1	1
VEGFA	LTK	1
VEGFA	EPHA2	1
VEGFA	NOS2	1
VEGFA	PIK3CA	1
VEGFA	CSF1	1
VEGFA	NTRK1	1
VEGFA	PHOSPHO1	1
VEGFA	EPHA5	1
VEGFA	ROR2	1
VEGFA	EPHA6	1
VEGFA	CXCL8	1
VEGFA	NOS3	1
VEGFA	ROR1	1
VEGFA	DDR1	1
VEGFA	PXN	1
VEGFA	EPHA1	1
VEGFB	ERBB2	1
VEGFB	ERBB3	1
VEGFB	SLTM	1
VEGFB	EPHA3	1
VEGFB	EPHA8	1
VEGFB	PDGFRA	1
VEGFB	ALK	1
VEGFB	MERTK	1
VEGFB	EPHA4	1
VEGFB	CSF1R	1
VEGFB	RYK	1
VEGFB	AATK	1
VEGFB	FGFR2	1
VEGFB	KIT	1
VEGFB	EPHB4	1
VEGFB	LTK	1
VEGFB	FGFR3	1
VEGFB	MUSK	1
VEGFB	ROS1	1
VEGFB	EPHA7	1
VEGFB	EPHA2	1
VEGFB	STRADB	1
VEGFB	PTK7	1
VEGFB	NTRK1	1
VEGFB	EPHA5	1
VEGFB	ROR2	1
VEGFB	DDR2	1
VEGFB	ERBB4	1
VEGFB	TEK	1
VEGFB	EPHA6	1
VEGFB	PDGFRB	1
VEGFB	RASA1	1
VEGFB	NTRK3	1
VEGFB	ROR1	1
VEGFB	EGFR	1
VEGFB	DDR1	1
VEGFB	KDR	1
VEGFB	EPHB3	1
VEGFB	LMTK2	1
VEGFB	EPHB2	1
VEGFB	AXL	1
VEGFB	FLT3	1
VEGFB	TIE1	1
VEGFB	MST1R	1
VEGFB	NTRK2	1
VEGFB	EPHB1	1
VEGFB	FGFR1	1
VEGFB	FLT4	1
VEGFB	FGFR4	1
VEGFB	EPHA1	1
VEGFB	INSRR	1
VEGFB	INSR	1
VEGFB	IGF1R	1
VEGFC	ERBB2	1
VEGFC	ERBB3	1
VEGFC	SLTM	1
VEGFC	EPHA3	1
VEGFC	EPHA8	1
VEGFC	PDGFRA	1
VEGFC	ALK	1
VEGFC	MERTK	1
VEGFC	EPHA4	1
VEGFC	RYK	1
VEGFC	CSF1R	1
VEGFC	MAP2K4	1
VEGFC	PLCG1	1
VEGFC	AATK	1
VEGFC	AKT1	1
VEGFC	FGFR2	1
VEGFC	SHC1	1
VEGFC	KIT	1
VEGFC	SOS1	1
VEGFC	EPHB4	1
VEGFC	GRB2	1
VEGFC	LTK	1
VEGFC	FGFR3	1
VEGFC	MUSK	1
VEGFC	ROS1	1
VEGFC	PRKCZ	1
VEGFC	EPHA7	1
VEGFC	EPHA2	1
VEGFC	PIK3CA	1
VEGFC	PIK3R1	1
VEGFC	PTK7	1
VEGFC	NTRK1	1
VEGFC	EPHA5	1
VEGFC	ROR2	1
VEGFC	TYRO3	1
VEGFC	DDR2	1
VEGFC	ERBB4	1
VEGFC	TEK	1
VEGFC	RET	1
VEGFC	EPHA6	1
VEGFC	PDGFRB	1
VEGFC	PRKCE	1
VEGFC	NTRK3	1
VEGFC	NOS3	1
VEGFC	ROR1	1
VEGFC	EGFR	1
VEGFC	DDR1	1
VEGFC	EPHB3	1
VEGFC	LMTK2	1
VEGFC	EPHB2	1
VEGFC	AXL	1
VEGFC	FLT3	1
VEGFC	MST1R	1
VEGFC	TIE1	1
VEGFC	NTRK2	1
VEGFC	EPHB1	1
VEGFC	FGFR1	1
VEGFC	PRKCB	1
VEGFC	FGFR4	1
VEGFC	EPHA1	1
VEGFC	PRKCA	1
VEGFC	NELL2	1
VEGFC	INSRR	1
VEGFC	PTGS2	1
VEGFC	INSR	1
VEGFC	IGF1R	1
VEGFD	ERBB2	1
VEGFD	ERBB3	1
VEGFD	SLTM	1
VEGFD	EPHA3	1
VEGFD	EPHA8	1
VEGFD	PDGFRA	1
VEGFD	ALK	1
VEGFD	MERTK	1
VEGFD	EPHA4	1
VEGFD	RYK	1
VEGFD	CSF1R	1
VEGFD	IL18	1
VEGFD	MAP2K4	1
VEGFD	AATK	1
VEGFD	FGFR2	1
VEGFD	SHC1	1
VEGFD	KIT	1
VEGFD	SOS1	1
VEGFD	EPHB4	1
VEGFD	GRB2	1
VEGFD	LTK	1
VEGFD	FGFR3	1
VEGFD	MUSK	1
VEGFD	ROS1	1
VEGFD	PRKCZ	1
VEGFD	EPHA7	1
VEGFD	EPHA2	1
VEGFD	PIK3CA	1
VEGFD	PIK3R1	1
VEGFD	PTK7	1
VEGFD	NTRK1	1
VEGFD	EPHA5	1
VEGFD	ROR2	1
VEGFD	TYRO3	1
VEGFD	DDR2	1
VEGFD	ERBB4	1
VEGFD	TEK	1
VEGFD	RET	1
VEGFD	EPHA6	1
VEGFD	PDGFRB	1
VEGFD	PRKCE	1
VEGFD	NTRK3	1
VEGFD	NOS3	1
VEGFD	ROR1	1
VEGFD	ANXA5	1
VEGFD	EGFR	1
VEGFD	HSP90AA4P	1
VEGFD	DDR1	1
VEGFD	EPHB3	1
VEGFD	LMTK2	1
VEGFD	EPHB2	1
VEGFD	AXL	1
VEGFD	FLT3	1
VEGFD	TIE1	1
VEGFD	MST1R	1
VEGFD	NTRK2	1
VEGFD	EPHB1	1
VEGFD	FGFR1	1
VEGFD	PRKCB	1
VEGFD	FGFR4	1
VEGFD	EPHA1	1
VEGFD	PRKCA	1
VEGFD	NELL2	1
VEGFD	INSRR	1
VEGFD	INSR	1
VEGFD	IGF1R	1
ADIPOQ	SERPINE1	1
ADIPOQ	LIPE	1
ADIPOQ	ABCA1	1
ADIPOQ	WIF1	1
ADIPOQ	F3	1
ADIPOQ	IL6	1
ADIPOQ	IFNG	1
ADIPOQ	PRKAB1	1
ADIPOQ	CXCL12	1
ADIPOQ	TNF	1
ADIPOQ	FAS	1
ADIPOQ	CXCL8	1
ADIPOQ	NOS3	1
ADIPOQ	APPL1	1
ADIPOQ	MSR1	1
ADIPOQ	RETN	1
ADIPOQ	STAT3	1
ADIPOQ	JAK2	1
ADIPOQ	NFKB1	1
APOA1	APOE	1
APOA1	IL10	1
APOA1	LCAT	1
APOE	LIPC	1
APOE	APP	1
APOE	MAPT	1
EGFR	CYTH2	1
EGFR	MAPK14	1
EGFR	MAPK1	1
EGFR	CTNNB1	1
EGFR	AMH	1
EGFR	MUC1	1
EGFR	RHOD	1
EGFR	USP9X	1
EGFR	ELF3	1
EGFR	AGO2	1
EGFR	PLEC	1
EGFR	GSTP1	1
EGFR	CEACAM1	1
EGFR	LAMA3	1
EGFR	FGFR1	1
EGFR	CBL	1
EGFR	ASAP3	1
EGFR	NFKB1	1
EGFR	TLN1	1
EGFR	GNAI2	1
EGFR	PIK3R3	1
EGFR	SOCS1	1
EGFR	AKT1	1
EGFR	ITGA5	1
EGFR	CD59	1
EGFR	LAMB2	1
EGFR	RELA	1
EGFR	SGSM2	1
EGFR	SH2B3	1
EGFR	GRK2	1
EGFR	LAMA1	1
EGFR	PKM	1
EGFR	EPPK1	1
EGFR	PABPC1	1
EGFR	BMX	1
EGFR	IFNAR2	1
EGFR	CAV1	1
EGFR	HGS	1
EGFR	DEGS1	1
EGFR	NRAS	1
EGFR	CALM2	1
EGFR	ERBB3	1
EGFR	SPRY2	1
EGFR	EIF2AK2	1
EGFR	ATM	1
EGFR	MMACHC	1
EGFR	CD44	1
EGFR	FES	1
EGFR	EPS15	1
EGFR	PCNA	1
EGFR	LAMB3	1
EGFR	TJP1	1
EGFR	DOK4	1
EGFR	KRAS	1
EGFR	HTT	1
EGFR	NFATC1	1
EGFR	PIK3CB	1
EGFR	IRS4	1
EGFR	CA9	1
EGFR	TNS4	1
EGFR	TNC	1
EGFR	SHC4	1
EGFR	PITPNA	1
EGFR	YWHAZ	1
EGFR	KRT7	1
EGFR	CD33	1
EGFR	IGF1R	1
EGFR	CCDC50	1
EGFR	ABCA1	1
EGFR	NCK1	1
EGFR	BCR	1
EGFR	SHC3	1
EGFR	NFE2L2	1
EGFR	SOS1	1
EGFR	MAPK8IP1	1
EGFR	JUP	1
EGFR	PTPN6	1
EGFR	SYK	1
EGFR	APBB1	1
EGFR	RASA1	1
EGFR	CXCL8	1
EGFR	MAPK8IP2	1
EGFR	KDR	1
EGFR	CMTM8	1
EGFR	ITSN2	1
EGFR	TRPV3	1
EGFR	MCM7	1
EGFR	CCDC88A	1
EGFR	PPP2R2A	1
EGFR	INPPL1	1
EGFR	IRF1	1
EGFR	STAM2	1
EGFR	ACTC1	1
EGFR	EPB41	1
EGFR	GAB1	1
EGFR	FER	1
EGFR	HCLS1	1
EGFR	IPCEF1	1
EGFR	DOK2	1
EGFR	GRB7	1
EGFR	SLA	1
EGFR	FAS	1
EGFR	ERRFI1	1
EGFR	LRIG1	1
EGFR	TNK2	1
EGFR	IKBKE	1
EGFR	E2F1	1
EGFR	GRB10	1
EGFR	FLT1	1
EGFR	ATP5F1C	1
EGFR	CBLB	1
EGFR	KRT8	1
EGFR	ARF6	1
EGFR	F3	1
EGFR	KCNN1	1
EGFR	PTK2B	1
EGFR	CRK	1
EGFR	RIPK1	1
EGFR	KRT17	1
EGFR	MYL9	1
EGFR	HRAS	1
EGFR	PFKP	1
EGFR	PIK3R1	1
EGFR	SNX6	1
EGFR	LAMB4	1
EGFR	USP8	1
EGFR	LAMC2	1
EGFR	DOK5	1
EGFR	EZR	1
EGFR	AXL	1
EGFR	WASF1	1
EGFR	LAMA5	1
EGFR	PLD2	1
EGFR	CALM1	1
EGFR	CDH1	1
EGFR	UBB	1
EGFR	LAMA4	1
EGFR	CASP8	1
EGFR	PIK3CD	1
EGFR	RHOA	1
EGFR	CARD16	1
EGFR	ERBB4	1
EGFR	GPRC5A	1
EGFR	APBB2	1
EGFR	STAT1	1
EGFR	VAV3	1
EGFR	PPP2R1A	1
EGFR	COPS6	1
EGFR	CAMLG	1
EGFR	CD5	1
EGFR	USP24	1
EGFR	SCD	1
EGFR	SNX4	1
EGFR	PLD1	1
EGFR	PAG1	1
EGFR	PLEKHA6	1
EGFR	GPNMB	1
EGFR	VAV1	1
EGFR	PIP5K1C	1
EGFR	APPL1	1
EGFR	IRS1	1
EGFR	AGTR1	1
EGFR	PRKAR1A	1
EGFR	CISH	1
EGFR	PDCD6IP	1
EGFR	AR	1
EGFR	PTPRS	1
EGFR	FABP1	1
EGFR	PIK3R5	1
EGFR	PDP1	1
EGFR	EHD1	1
EGFR	LAMB1	1
EGFR	NDRG1	1
EGFR	DCN	1
EGFR	PKIA	1
EGFR	IL6ST	1
EGFR	SNX1	1
EGFR	SRC	1
EGFR	LAMC3	1
EGFR	SH3BGRL	1
EGFR	PTK2	1
EGFR	ZPR1	1
EGFR	NRG1	1
EGFR	SH2D3A	1
EGFR	CCND1	1
EGFR	IQGAP1	1
EGFR	KRT18	1
EGFR	VAV2	1
EGFR	AHCYL1	1
EGFR	STAT3	1
EGFR	DAPP1	1
EGFR	HSP90AA1	1
EGFR	GRB14	1
EGFR	DCBLD2	1
EGFR	MARVELD2	1
EGFR	GRAPL	1
EGFR	MAP3K1	1
EGFR	TEK	1
EGFR	CDK6	1
EGFR	CLNK	1
EGFR	PDGFRB	1
EGFR	PDK1	1
EGFR	MAP2K1	1
EGFR	PSMB4	1
EGFR	PTPN1	1
EGFR	PTGS2	1
EGFR	SHC2	1
EGFR	RAC1	1
EGFR	CALM3	1
EGFR	ESR1	1
EGFR	TLR3	1
EGFR	CRKL	1
EGFR	ACTA1	1
EGFR	PRKCD	1
EGFR	JAK1	1
EGFR	NIBAN2	1
EGFR	PLSCR1	1
EGFR	MAPK3	1
EGFR	RMDN3	1
EGFR	ANXA1	1
EGFR	BCAR1	1
EGFR	STAM	1
EGFR	ZFYVE16	1
EGFR	KCNJ4	1
EGFR	STAT5A	1
EGFR	SH3KBP1	1
EGFR	SH3BP2	1
EGFR	SH2D2A	1
EGFR	ENAH	1
EGFR	RPS6KA3	1
EGFR	PPARG	1
EGFR	CCDC88C	1
EGFR	CSF2	1
EGFR	NOS2	1
EGFR	CDC25A	1
EGFR	TRPC4	1
EGFR	USP6NL	1
EGFR	TERT	1
EGFR	EPS8	1
EGFR	PIK3C2B	1
EGFR	NCK2	1
EGFR	PTPRE	1
EGFR	PLCG1	1
EGFR	RGS16	1
EGFR	SLC9A1	1
EGFR	LAMC1	1
EGFR	ITGB4	1
EGFR	SCAMP1	1
EGFR	PLCG2	1
EGFR	XRCC6	1
EGFR	NFKBIA	1
EGFR	PRL	1
EGFR	DOK6	1
EGFR	RIN2	1
EGFR	SCAMP3	1
EGFR	MTOR	1
EGFR	CTNND1	1
EGFR	ABI1	1
EGFR	HDAC6	1
EGFR	JAK2	1
EGFR	NUMB	1
EGFR	SOS2	1
EGFR	PPP2CA	1
EGFR	ZAP70	1
EGFR	SHC1	1
EGFR	NTS	1
EGFR	DOCK1	1
EGFR	APBB3	1
EGFR	PTPN2	1
EGFR	LAMA2	1
EGFR	PRKDC	1
EGFR	LDHA	1
EGFR	SH2D1A	1
EGFR	CD82	1
EGFR	ANKS1A	1
EGFR	LPP	1
EGFR	ARF4	1
EGFR	H3-4	1
EGFR	LRRK1	1
EGFR	CHEK1	1
EGFR	INSR	1
EGFR	PTPRJ	1
EGFR	ERBB2	1
EGFR	MMP9	1
EGFR	PALS2	1
EGFR	CEBPB	1
EGFR	GRB2	1
EGFR	NUMBL	1
EGFR	FYB1	1
EGFR	FCGR2A	1
EGFR	SNX2	1
EGFR	TRIP4	1
EGFR	PIK3CG	1
EGFR	FRS2	1
EGFR	PTPN11	1
EGFR	EFNB2	1
EGFR	BECN1	1
EGFR	EHD4	1
EGFR	PIK3R2	1
EGFR	SLTM	1
EGFR	ZNRF1	1
EGFR	SOAT1	1
EGFR	ANKS1B	1
EGFR	KCND3	1
EGFR	EPHA2	1
EGFR	PIK3CA	1
EGFR	SNRPD2	1
EGFR	CTNNA1	1
EGFR	LYN	1
EGFR	CASP10	1
EGFR	ITGA6	1
EGFR	APBA3	1
EGFR	SOCS3	1
EGFR	SH2B1	1
EGFR	PTK6	1
EGFR	CAV3	1
EGFR	EIF1B	1
EGFR	MFAP3L	1
PLTP	APOA1	1
SAA1	MMP9	1
SAA1	ABCA1	1
SAA1	F3	1
SAA1	IL6	1
SAA1	HMOX1	1
SAA1	MPO	1
SAA1	CXCL8	1
SAA1	CSF3	1
SAA1	CCL2	1
SAA1	PTGS2	1
SAA1	NFKB1	1
TNF	CXCL10	1
TNF	NQO2	1
TNF	ABCB1	1
TNF	CREB1	1
TNF	IRF1	1
TNF	CX3CL1	1
TNF	MAP3K14	1
TNF	PAK1	1
TNF	MAP2K4	1
TNF	MAPK14	1
TNF	PSEN1	1
TNF	IL1B	1
TNF	IL6R	1
TNF	CTNNB1	1
TNF	AQP3	1
TNF	MAP2K6	1
TNF	MAPK1	1
TNF	ICAM1	1
TNF	MUC1	1
TNF	CHUK	1
TNF	TXN	1
TNF	BAG4	1
TNF	IL6	1
TNF	NRK	1
TNF	GATA4	1
TNF	HMOX1	1
TNF	SRC	1
TNF	TNFAIP3	1
TNF	COL1A2	1
TNF	IRF6	1
TNF	FBLN1	1
TNF	ULK1	1
TNF	BACE1	1
TNF	CHI3L1	1
TNF	TAP1	1
TNF	SUCLA2	1
TNF	CXCL1	1
TNF	NCOA3	1
TNF	NFKBIA	1
TNF	PTK2	1
TNF	HMGB1	1
TNF	JUN	1
TNF	PRL	1
TNF	CCL5	1
TNF	SMPD1	1
TNF	TP53	1
TNF	ABCG2	1
TNF	ANGPT1	1
TNF	BID	1
TNF	PLA2G6	1
TNF	IL1A	1
TNF	BAD	1
TNF	PLA2G1B	1
TNF	IGFBP3	1
TNF	ALPP	1
TNF	IKBKG	1
TNF	STAT3	1
TNF	PLN	1
TNF	TRPV1	1
TNF	RGS7	1
TNF	SELE	1
TNF	BRMS1	1
TNF	NOX1	1
TNF	MAPK7	1
TNF	HSD11B1	1
TNF	NFKB1	1
TNF	NCF1	1
TNF	MAP3K7	1
TNF	SERPINE1	1
TNF	IL32	1
TNF	TFAP2A	1
TNF	EDN1	1
TNF	GLO1	1
TNF	PTX3	1
TNF	F3	1
TNF	AKT1	1
TNF	CCL11	1
TNF	CD59	1
TNF	IFNG	1
TNF	SENP1	1
TNF	MSN	1
TNF	IL19	1
TNF	TLR9	1
TNF	CLDN1	1
TNF	RELA	1
TNF	WWTR1	1
TNF	CDK11B	1
TNF	FGR	1
TNF	MAP3K1	1
TNF	MAP3K11	1
TNF	CDK6	1
TNF	MAP4K2	1
TNF	MMP13	1
TNF	SAMHD1	1
TNF	CSF3	1
TNF	MAPKAPK2	1
TNF	PTPRU	1
TNF	MAP3K5	1
TNF	CD38	1
TNF	PRKD1	1
TNF	IL23A	1
TNF	PIGR	1
TNF	F2RL1	1
TNF	SPHK1	1
TNF	PTPA	1
TNF	HDAC3	1
TNF	GDF15	1
TNF	H2AX	1
TNF	MAPKAPK3	1
TNF	IKBKB	1
TNF	POMC	1
TNF	TBK1	1
TNF	HSPB1	1
TNF	PTGS2	1
TNF	MAP2K7	1
TNF	INSR	1
TNF	PSIP1	1
TNF	SMPD2	1
TNF	ERBB2	1
TNF	MMP9	1
TNF	POU3F3	1
TNF	MAPK8	1
TNF	RAC1	1
TNF	TNFAIP6	1
TNF	VEGFC	1
TNF	SRF	1
TNF	VCAM1	1
TNF	S100A6	1
TNF	BDNF	1
TNF	MAP4	1
TNF	SAA1	1
TNF	ATM	1
TNF	IL1RN	1
TNF	SLC9A8	1
TNF	ADIPOQ	1
TNF	CASP8	1
TNF	MPRIP	1
TNF	PDPK1	1
TNF	TGFB1	1
TNF	CD44	1
TNF	IL20	1
TNF	LOC102723996	1
TNF	WASL	1
TNF	RHOA	1
TNF	CTSB	1
TNF	EPS15	1
TNF	ESAM	1
TNF	PLAU	1
TNF	AVP	1
TNF	IL10	1
TNF	FGF2	1
TNF	NSMAF	1
TNF	CASP3	1
TNF	PIK3CG	1
